Date,Time,Temp,Humidity,Barometer
21-May-19,10:00 PM,13ʡC,82%,1025 mbar
21-May-19,10:30 PM,13ʡC,82%,1025 mbar
21-May-19,11:00 PM,13ʡC,82%,1025 mbar
21-May-19,11:30 PM,13ʡC,82%,1025 mbar
22-May-19,12:00 AM,12ʡC,82%,1025 mbar
22-May-19,12:30 AM,12ʡC,88%,1025 mbar
22-May-19,1:00 AM,12ʡC,82%,1025 mbar
22-May-19,1:30 AM,12ʡC,82%,1025 mbar
22-May-19,2:00 AM,11ʡC,88%,1025 mbar
22-May-19,2:30 AM,12ʡC,82%,1025 mbar
22-May-19,3:00 AM,12ʡC,82%,1025 mbar
22-May-19,3:30 AM,13ʡC,77%,1026 mbar
22-May-19,4:00 AM,12ʡC,82%,1026 mbar
22-May-19,4:30 AM,12ʡC,77%,1026 mbar
22-May-19,5:00 AM,11ʡC,82%,1026 mbar
22-May-19,5:30 AM,11ʡC,82%,1026 mbar
22-May-19,6:00 AM,11ʡC,82%,1026 mbar
22-May-19,6:30 AM,11ʡC,82%,1027 mbar
22-May-19,7:00 AM,11ʡC,82%,1027 mbar
22-May-19,7:30 AM,11ʡC,82%,1027 mbar
22-May-19,8:00 AM,12ʡC,77%,1028 mbar
22-May-19,8:30 AM,13ʡC,72%,1028 mbar
22-May-19,9:00 AM,14ʡC,67%,1028 mbar
22-May-19,9:30 AM,16ʡC,63%,1028 mbar
22-May-19,10:00 AM,17ʡC,64%,1028 mbar
22-May-19,10:30 AM,17ʡC,64%,1028 mbar
22-May-19,11:00 AM,19ʡC,49%,1028 mbar
22-May-19,11:30 AM,20ʡC,46%,1028 mbar
22-May-19,12:00 PM,20ʡC,43%,1028 mbar
22-May-19,12:30 PM,21ʡC,38%,1027 mbar
22-May-19,1:00 PM,20ʡC,43%,1027 mbar
22-May-19,1:30 PM,21ʡC,38%,1026 mbar
22-May-19,2:00 PM,21ʡC,40%,1026 mbar
22-May-19,2:30 PM,21ʡC,38%,1026 mbar
22-May-19,3:00 PM,22ʡC,36%,1026 mbar
22-May-19,3:30 PM,21ʡC,38%,1026 mbar
22-May-19,4:00 PM,21ʡC,38%,1026 mbar
22-May-19,4:30 PM,20ʡC,40%,1026 mbar
22-May-19,5:00 PM,18ʡC,49%,1026 mbar
22-May-19,5:30 PM,16ʡC,59%,1027 mbar
22-May-19,6:00 PM,15ʡC,63%,1027 mbar
22-May-19,6:30 PM,15ʡC,55%,1027 mbar
22-May-19,7:00 PM,15ʡC,59%,1027 mbar
22-May-19,7:30 PM,13ʡC,72%,1027 mbar
22-May-19,8:00 PM,14ʡC,72%,1028 mbar
22-May-19,8:30 PM,12ʡC,82%,1027 mbar
22-May-19,9:00 PM,13ʡC,77%,1028 mbar
22-May-19,9:30 PM,13ʡC,77%,1028 mbar
22-May-19,10:00 PM,12ʡC,82%,1027 mbar
22-May-19,10:30 PM,13ʡC,77%,1027 mbar
22-May-19,10:30 PM,15ʡC,59%,1020 mbar
22-May-19,11:00 PM,16ʡC,52%,1020 mbar
22-May-19,11:30 PM,16ʡC,52%,1020 mbar
23-May-19,12:00 AM,13ʡC,77%,1027 mbar
23-May-19,12:30 AM,12ʡC,82%,1027 mbar
23-May-19,1:00 AM,12ʡC,82%,1026 mbar
23-May-19,1:30 AM,12ʡC,82%,1026 mbar
23-May-19,2:00 AM,12ʡC,82%,1026 mbar
23-May-19,2:30 AM,11ʡC,88%,1026 mbar
23-May-19,3:00 AM,12ʡC,77%,1026 mbar
23-May-19,3:30 AM,12ʡC,77%,1025 mbar
23-May-19,4:00 AM,13ʡC,72%,1025 mbar
23-May-19,4:30 AM,13ʡC,72%,1025 mbar
23-May-19,5:00 AM,12ʡC,77%,1025 mbar
23-May-19,5:30 AM,12ʡC,77%,1025 mbar
23-May-19,6:00 AM,12ʡC,77%,1025 mbar
23-May-19,6:30 AM,12ʡC,77%,1025 mbar
23-May-19,7:00 AM,11ʡC,82%,1026 mbar
23-May-19,7:30 AM,13ʡC,72%,1026 mbar
23-May-19,8:00 AM,13ʡC,72%,1026 mbar
23-May-19,8:30 AM,13ʡC,72%,1026 mbar
23-May-19,9:00 AM,14ʡC,67%,1026 mbar
23-May-19,9:30 AM,15ʡC,63%,1026 mbar
23-May-19,10:00 AM,17ʡC,56%,1026 mbar
23-May-19,11:00 AM,19ʡC,49%,1025 mbar
23-May-19,11:30 AM,19ʡC,46%,1024 mbar
23-May-19,12:00 PM,20ʡC,43%,1024 mbar
23-May-19,12:30 PM,20ʡC,40%,1023 mbar
23-May-19,1:00 PM,20ʡC,46%,1023 mbar
23-May-19,1:30 PM,20ʡC,43%,1022 mbar
23-May-19,2:00 PM,21ʡC,40%,1022 mbar
23-May-19,2:30 PM,20ʡC,43%,1021 mbar
23-May-19,3:00 PM,21ʡC,40%,1021 mbar
23-May-19,3:30 PM,20ʡC,43%,1021 mbar
23-May-19,4:00 PM,20ʡC,40%,1021 mbar
23-May-19,4:30 PM,18ʡC,49%,1021 mbar
23-May-19,5:00 PM,17ʡC,56%,1021 mbar
23-May-19,5:30 PM,17ʡC,56%,1021 mbar
23-May-19,6:00 PM,16ʡC,59%,1021 mbar
23-May-19,6:30 PM,16ʡC,59%,1021 mbar
23-May-19,7:00 PM,16ʡC,59%,1021 mbar
23-May-19,7:30 PM,15ʡC,63%,1021 mbar
23-May-19,8:00 PM,16ʡC,59%,1021 mbar
23-May-19,8:30 PM,16ʡC,59%,1021 mbar
23-May-19,9:00 PM,16ʡC,55%,1020 mbar
23-May-19,9:30 PM,16ʡC,55%,1020 mbar
23-May-19,10:00 PM,16ʡC,55%,1020 mbar
23-May-19,10:30 PM,15ʡC,59%,1020 mbar
23-May-19,11:00 PM,16ʡC,52%,1020 mbar
23-May-19,11:30 PM,16ʡC,52%,1020 mbar
24-May-19,12:00 AM,16ʡC,52%,1019 mbar
24-May-19,12:30 AM,16ʡC,52%,1019 mbar
24-May-19,1:00 AM,16ʡC,52%,1019 mbar
24-May-19,1:30 AM,16ʡC,48%,1018 mbar
24-May-19,2:00 AM,16ʡC,48%,1018 mbar
24-May-19,2:30 AM,15ʡC,48%,1018 mbar
24-May-19,3:00 AM,15ʡC,48%,1017 mbar
24-May-19,3:30 AM,15ʡC,48%,1017 mbar
24-May-19,4:00 AM,15ʡC,48%,1018 mbar
24-May-19,4:30 AM,15ʡC,45%,1018 mbar
24-May-19,5:00 AM,15ʡC,48%,1017 mbar
24-May-19,5:30 AM,15ʡC,48%,1017 mbar
24-May-19,6:00 AM,15ʡC,45%,1017 mbar
24-May-19,6:30 AM,15ʡC,45%,1017 mbar
24-May-19,7:00 AM,14ʡC,48%,1017 mbar
24-May-19,7:30 AM,15ʡC,45%,1017 mbar
24-May-19,8:00 AM,15ʡC,45%,1018 mbar
24-May-19,8:30 AM,14ʡC,51%,1019 mbar
24-May-19,9:00 AM,15ʡC,48%,1019 mbar
24-May-19,9:30 AM,15ʡC,51%,1019 mbar
24-May-19,10:00 AM,14ʡC,72%,1018 mbar
24-May-19,10:30 AM,14ʡC,72%,1018 mbar
24-May-19,11:00 AM,13ʡC,72%,1017 mbar
24-May-19,11:30 AM,14ʡC,63%,1017 mbar
24-May-19,12:00 PM,15ʡC,59%,1017 mbar
24-May-19,12:30 PM,16ʡC,55%,1016 mbar
24-May-19,1:00 PM,16ʡC,55%,1015 mbar
24-May-19,1:30 PM,17ʡC,52%,1015 mbar
24-May-19,2:00 PM,17ʡC,52%,1015 mbar
24-May-19,2:30 PM,18ʡC,49%,1014 mbar
24-May-19,3:00 PM,19ʡC,49%,1014 mbar
24-May-19,3:30 PM,18ʡC,52%,1014 mbar
24-May-19,4:00 PM,16ʡC,59%,1014 mbar
24-May-19,4:30 PM,16ʡC,59%,1014 mbar
24-May-19,5:00 PM,16ʡC,59%,1014 mbar
24-May-19,5:30 PM,16ʡC,59%,1014 mbar
24-May-19,6:00 PM,16ʡC,63%,1014 mbar
24-May-19,6:30 PM,16ʡC,63%,1014 mbar
24-May-19,7:00 PM,16ʡC,63%,1015 mbar
24-May-19,7:30 PM,16ʡC,59%,1015 mbar
24-May-19,8:00 PM,16ʡC,59%,1015 mbar
24-May-19,8:30 PM,15ʡC,63%,1014 mbar
24-May-19,9:00 PM,15ʡC,63%,1014 mbar
24-May-19,9:30 PM,15ʡC,63%,1015 mbar
24-May-19,10:00 PM,15ʡC,68%,1015 mbar
24-May-19,10:30 PM,15ʡC,68%,1015 mbar
24-May-19,11:00 PM,15ʡC,68%,1015 mbar
24-May-19,11:30 PM,15ʡC,68%,1015 mbar
25-May-19,12:00 AM,14ʡC,77%,1014 mbar
25-May-19,12:30 AM,14ʡC,77%,1014 mbar
25-May-19,1:00 AM,14ʡC,77%,1014 mbar
25-May-19,1:30 AM,14ʡC,77%,1014 mbar
25-May-19,2:00 AM,14ʡC,77%,1014 mbar
25-May-19,2:30 AM,14ʡC,77%,1014 mbar
25-May-19,3:00 AM,14ʡC,77%,1014 mbar
25-May-19,3:30 AM,14ʡC,77%,1013 mbar
25-May-19,4:00 AM,14ʡC,77%,1013 mbar
25-May-19,4:30 AM,13ʡC,82%,1013 mbar
25-May-19,5:00 AM,13ʡC,82%,1013 mbar
25-May-19,5:30 AM,12ʡC,88%,1013 mbar
25-May-19,6:00 AM,12ʡC,88%,1013 mbar
25-May-19,6:30 AM,12ʡC,88%,1013 mbar
25-May-19,7:00 AM,12ʡC,88%,1013 mbar
25-May-19,7:30 AM,12ʡC,88%,1013 mbar
25-May-19,8:00 AM,12ʡC,88%,1013 mbar
25-May-19,8:30 AM,14ʡC,72%,1014 mbar
25-May-19,9:00 AM,14ʡC,72%,1014 mbar
25-May-19,9:30 AM,16ʡC,59%,1014 mbar
25-May-19,10:00 AM,16ʡC,59%,1013 mbar
25-May-19,10:30 AM,16ʡC,59%,1013 mbar
25-May-19,11:00 AM,18ʡC,49%,1013 mbar
25-May-19,11:30 AM,18ʡC,49%,1012 mbar
25-May-19,12:00 PM,18ʡC,46%,1012 mbar
25-May-19,12:30 PM,18ʡC,46%,1012 mbar
25-May-19,1:00 PM,18ʡC,46%,1011 mbar
25-May-19,1:30 PM,18ʡC,49%,1011 mbar
25-May-19,2:00 PM,18ʡC,49%,1011 mbar
25-May-19,2:30 PM,18ʡC,49%,1011 mbar
25-May-19,3:00 PM,18ʡC,49%,1010 mbar
25-May-19,3:30 PM,18ʡC,49%,1010 mbar
25-May-19,4:00 PM,18ʡC,52%,1010 mbar
25-May-19,4:30 PM,18ʡC,52%,1010 mbar
25-May-19,5:00 PM,17ʡC,56%,1010 mbar
25-May-19,5:30 PM,17ʡC,56%,1010 mbar
25-May-19,6:00 PM,12ʡC,88%,1011 mbar
25-May-19,6:30 PM,13ʡC,82%,1011 mbar
25-May-19,7:00 PM,12ʡC,88%,1011 mbar
25-May-19,7:30 PM,13ʡC,88%,1011 mbar
25-May-19,8:00 PM,13ʡC,88%,1012 mbar
25-May-19,8:30 PM,12ʡC,94%,1011 mbar
25-May-19,9:00 PM,12ʡC,94%,1012 mbar
25-May-19,9:30 PM,12ʡC,94%,1012 mbar
25-May-19,10:00 PM,12ʡC,82%,1012 mbar
25-May-19,10:30 PM,12ʡC,82%,1012 mbar
25-May-19,11:00 PM,12ʡC,72%,1012 mbar
25-May-19,11:30 PM,11ʡC,77%,1012 mbar
26-May-19,12:00 AM,11ʡC,72%,1013 mbar
26-May-19,12:30 AM,11ʡC,72%,1013 mbar
26-May-19,1:00 AM,10ʡC,76%,1013 mbar
26-May-19,1:30 AM,10ʡC,71%,1013 mbar
26-May-19,2:00 AM,9ʡC,76%,1013 mbar
26-May-19,2:30 AM,9ʡC,76%,1013 mbar
26-May-19,3:00 AM,10ʡC,71%,1013 mbar
26-May-19,3:30 AM,9ʡC,76%,1013 mbar
26-May-19,4:00 AM,9ʡC,76%,1013 mbar
26-May-19,4:30 AM,8ʡC,82%,1013 mbar
26-May-19,5:00 AM,9ʡC,71%,1013 mbar
26-May-19,5:30 AM,9ʡC,71%,1013 mbar
26-May-19,6:00 AM,8ʡC,76%,1013 mbar
26-May-19,6:30 AM,8ʡC,76%,1013 mbar
26-May-19,7:00 AM,8ʡC,76%,1014 mbar
26-May-19,7:30 AM,9ʡC,71%,1014 mbar
26-May-19,8:00 AM,8ʡC,76%,1014 mbar
26-May-19,8:30 AM,9ʡC,76%,1014 mbar
26-May-19,9:00 AM,10ʡC,71%,1014 mbar
26-May-19,9:30 AM,11ʡC,62%,1014 mbar
26-May-19,10:00 AM,12ʡC,58%,1014 mbar
26-May-19,10:30 AM,12ʡC,58%,1014 mbar
26-May-19,11:00 AM,13ʡC,51%,1014 mbar
26-May-19,11:30 AM,13ʡC,51%,1013 mbar
26-May-19,12:00 PM,13ʡC,51%,1013 mbar
26-May-19,12:30 PM,13ʡC,47%,1012 mbar
26-May-19,1:00 PM,14ʡC,48%,1012 mbar
26-May-19,1:30 PM,14ʡC,48%,1011 mbar
26-May-19,2:00 PM,14ʡC,51%,1011 mbar
26-May-19,2:30 PM,14ʡC,51%,1010 mbar
26-May-19,3:00 PM,14ʡC,55%,1010 mbar
26-May-19,3:30 PM,13ʡC,63%,1010 mbar
26-May-19,4:00 PM,13ʡC,63%,1009 mbar
26-May-19,4:30 PM,13ʡC,67%,1009 mbar
26-May-19,5:00 PM,12ʡC,72%,1008 mbar
26-May-19,5:30 PM,12ʡC,72%,1008 mbar
26-May-19,6:00 PM,12ʡC,72%,1008 mbar
26-May-19,6:30 PM,12ʡC,77%,1007 mbar
26-May-19,7:00 PM,12ʡC,72%,1007 mbar
26-May-19,7:30 PM,12ʡC,72%,1007 mbar
26-May-19,8:00 PM,12ʡC,72%,1007 mbar
26-May-19,8:30 PM,12ʡC,77%,1007 mbar
26-May-19,9:00 PM,12ʡC,77%,1007 mbar
26-May-19,9:30 PM,9ʡC,87%,1008 mbar
26-May-19,10:00 PM,9ʡC,87%,1008 mbar
26-May-19,10:30 PM,9ʡC,87%,1008 mbar
26-May-19,11:00 PM,9ʡC,82%,1007 mbar
26-May-19,11:30 PM,9ʡC,80%,1007 mbar
27-May-19,12:00 AM,9ʡC,76%,1006 mbar
27-May-19,12:30 AM,10ʡC,71%,1007 mbar
27-May-19,1:00 AM,9ʡC,71%,1007 mbar
27-May-19,1:30 AM,9ʡC,71%,1006 mbar
27-May-19,2:00 AM,8ʡC,71%,1006 mbar
27-May-19,2:30 AM,8ʡC,71%,1006 mbar
27-May-19,3:00 AM,8ʡC,76%,1006 mbar
27-May-19,3:30 AM,8ʡC,71%,1006 mbar
27-May-19,4:00 AM,8ʡC,71%,1006 mbar
27-May-19,4:30 AM,7ʡC,71%,1006 mbar
27-May-19,5:00 AM,7ʡC,76%,1006 mbar
27-May-19,5:30 AM,7ʡC,71%,1006 mbar
27-May-19,6:00 AM,7ʡC,66%,1006 mbar
27-May-19,6:30 AM,7ʡC,66%,1006 mbar
27-May-19,7:00 AM,6ʡC,71%,1007 mbar
27-May-19,7:30 AM,6ʡC,71%,1007 mbar
27-May-19,8:00 AM,7ʡC,71%,1008 mbar
27-May-19,8:30 AM,7ʡC,71%,1008 mbar
27-May-19,9:00 AM,7ʡC,71%,1008 mbar
27-May-19,9:30 AM,8ʡC,66%,1008 mbar
27-May-19,10:00 AM,7ʡC,76%,1009 mbar
27-May-19,10:30 AM,7ʡC,76%,1009 mbar
27-May-19,11:00 AM,9ʡC,71%,1009 mbar
27-May-19,11:30 AM,10ʡC,67%,1008 mbar
27-May-19,12:00 PM,11ʡC,62%,1008 mbar
27-May-19,12:30 PM,12ʡC,58%,1008 mbar
27-May-19,1:00 PM,12ʡC,58%,1009 mbar
27-May-19,1:30 PM,12ʡC,58%,1009 mbar
27-May-19,2:00 PM,13ʡC,55%,1009 mbar
27-May-19,2:30 PM,12ʡC,58%,1009 mbar
27-May-19,3:00 PM,13ʡC,55%,1010 mbar
27-May-19,3:30 PM,12ʡC,58%,1010 mbar
27-May-19,4:00 PM,12ʡC,58%,1011 mbar
27-May-19,4:30 PM,10ʡC,71%,1012 mbar
27-May-19,5:00 PM,10ʡC,71%,1012 mbar
27-May-19,5:30 PM,9ʡC,76%,1012 mbar
27-May-19,6:00 PM,9ʡC,76%,1013 mbar
27-May-19,6:30 PM,9ʡC,76%,1013 mbar
27-May-19,7:00 PM,9ʡC,71%,1013 mbar
27-May-19,7:30 PM,8ʡC,82%,1013 mbar
27-May-19,8:00 PM,9ʡC,71%,1013 mbar
27-May-19,8:30 PM,9ʡC,71%,1013 mbar
27-May-19,9:00 PM,8ʡC,71%,1014 mbar
27-May-19,9:30 PM,8ʡC,71%,1014 mbar
27-May-19,10:00 PM,8ʡC,71%,1014 mbar
27-May-19,10:30 PM,8ʡC,66%,1013 mbar
27-May-19,11:00 PM,9ʡC,62%,1013 mbar
27-May-19,11:30 PM,8ʡC,71%,1014 mbar
28-May-19,12:00 AM,9ʡC,82%,1002 mbar
28-May-19,12:30 AM,10ʡC,71%,1002 mbar
28-May-19,1:00 AM,9ʡC,71%,1001 mbar
28-May-19,1:30 AM,9ʡC,71%,1001 mbar
28-May-19,2:00 AM,9ʡC,76%,1002 mbar
28-May-19,2:30 AM,8ʡC,82%,1001 mbar
28-May-19,3:00 AM,8ʡC,76%,1001 mbar
28-May-19,3:30 AM,8ʡC,71%,1001 mbar
28-May-19,4:00 AM,8ʡC,71%,1001 mbar
28-May-19,4:30 AM,9ʡC,62%,1001 mbar
28-May-19,5:00 AM,8ʡC,76%,1001 mbar
28-May-19,5:30 AM,8ʡC,71%,1001 mbar
28-May-19,6:00 AM,7ʡC,76%,1001 mbar
28-May-19,6:30 AM,8ʡC,66%,1002 mbar
28-May-19,7:00 AM,8ʡC,66%,1002 mbar
28-May-19,7:30 AM,7ʡC,66%,1002 mbar
28-May-19,8:00 AM,7ʡC,66%,1002 mbar
28-May-19,8:30 AM,7ʡC,66%,1002 mbar
28-May-19,9:00 AM,8ʡC,57%,1003 mbar
28-May-19,9:30 AM,8ʡC,62%,1003 mbar
28-May-19,10:00 AM,8ʡC,62%,1003 mbar
28-May-19,10:30 AM,8ʡC,62%,1003 mbar
28-May-19,11:00 AM,9ʡC,54%,1004 mbar
28-May-19,11:30 AM,8ʡC,66%,1004 mbar
28-May-19,12:00 PM,9ʡC,62%,1004 mbar
28-May-19,12:30 PM,10ʡC,54%,1004 mbar
28-May-19,1:00 PM,9ʡC,58%,1004 mbar
28-May-19,1:30 PM,10ʡC,54%,1004 mbar
28-May-19,2:00 PM,10ʡC,54%,1004 mbar
28-May-19,2:30 PM,10ʡC,54%,1004 mbar
28-May-19,3:00 PM,9ʡC,58%,1005 mbar
28-May-19,3:30 PM,7ʡC,76%,1006 mbar
28-May-19,4:00 PM,7ʡC,81%,1007 mbar
28-May-19,4:30 PM,5ʡC,87%,1007 mbar
28-May-19,5:00 PM,5ʡC,93%,1009 mbar
28-May-19,5:30 PM,6ʡC,87%,1009 mbar
28-May-19,6:00 PM,6ʡC,87%,1010 mbar
28-May-19,6:30 PM,6ʡC,87%,1010 mbar
28-May-19,7:00 PM,6ʡC,81%,1011 mbar
28-May-19,7:30 PM,5ʡC,81%,1011 mbar
28-May-19,8:00 PM,6ʡC,76%,1011 mbar
28-May-19,8:30 PM,6ʡC,76%,1012 mbar
28-May-19,9:00 PM,6ʡC,76%,1012 mbar
28-May-19,9:30 PM,6ʡC,81%,1013 mbar
28-May-19,10:00 PM,6ʡC,87%,1014 mbar
28-May-19,10:30 PM,5ʡC,87%,1013 mbar
28-May-19,11:00 PM,5ʡC,87%,1014 mbar
28-May-19,11:30 PM,6ʡC,81%,1014 mbar
29-May-19,12:00 AM,9ʡC,82%,1002 mbar
29-May-19,12:30 AM,10ʡC,71%,1002 mbar
29-May-19,1:00 AM,9ʡC,71%,1001 mbar
29-May-19,1:30 AM,9ʡC,71%,1001 mbar
29-May-19,2:00 AM,9ʡC,76%,1002 mbar
29-May-19,2:30 AM,8ʡC,82%,1001 mbar
29-May-19,3:00 AM,8ʡC,76%,1001 mbar
29-May-19,3:30 AM,8ʡC,71%,1001 mbar
29-May-19,4:00 AM,8ʡC,71%,1001 mbar
29-May-19,4:30 AM,9ʡC,62%,1001 mbar
29-May-19,5:00 AM,8ʡC,76%,1001 mbar
29-May-19,5:30 AM,8ʡC,71%,1001 mbar
29-May-19,6:00 AM,7ʡC,76%,1001 mbar
29-May-19,6:30 AM,8ʡC,66%,1002 mbar
29-May-19,7:00 AM,8ʡC,66%,1002 mbar
29-May-19,7:30 AM,7ʡC,66%,1002 mbar
29-May-19,8:00 AM,7ʡC,66%,1002 mbar
29-May-19,8:30 AM,7ʡC,66%,1002 mbar
29-May-19,9:00 AM,8ʡC,57%,1003 mbar
29-May-19,9:30 AM,8ʡC,62%,1003 mbar
29-May-19,10:00 AM,8ʡC,62%,1003 mbar
29-May-19,10:30 AM,8ʡC,62%,1003 mbar
29-May-19,11:00 AM,9ʡC,54%,1004 mbar
29-May-19,11:30 AM,8ʡC,66%,1004 mbar
29-May-19,12:00 PM,9ʡC,62%,1004 mbar
29-May-19,12:30 PM,10ʡC,54%,1004 mbar
29-May-19,1:00 PM,9ʡC,58%,1004 mbar
29-May-19,1:30 PM,10ʡC,54%,1004 mbar
29-May-19,2:00 PM,10ʡC,54%,1004 mbar
29-May-19,2:30 PM,10ʡC,54%,1004 mbar
29-May-19,3:00 PM,9ʡC,58%,1005 mbar
29-May-19,3:30 PM,7ʡC,76%,1006 mbar
29-May-19,4:00 PM,7ʡC,81%,1007 mbar
29-May-19,4:30 PM,5ʡC,87%,1007 mbar
29-May-19,5:00 PM,5ʡC,93%,1009 mbar
29-May-19,5:30 PM,6ʡC,87%,1009 mbar
29-May-19,6:00 PM,6ʡC,87%,1010 mbar
29-May-19,6:30 PM,6ʡC,87%,1010 mbar
29-May-19,7:00 PM,6ʡC,81%,1011 mbar
29-May-19,7:30 PM,5ʡC,81%,1011 mbar
29-May-19,8:00 PM,6ʡC,76%,1011 mbar
29-May-19,8:30 PM,6ʡC,76%,1012 mbar
29-May-19,9:00 PM,6ʡC,76%,1012 mbar
29-May-19,9:30 PM,6ʡC,81%,1013 mbar
29-May-19,10:00 PM,6ʡC,87%,1014 mbar
29-May-19,10:30 PM,5ʡC,87%,1013 mbar
29-May-19,11:00 PM,5ʡC,87%,1014 mbar
29-May-19,11:30 PM,6ʡC,81%,1014 mbar
30-May-19,12:00 AM,6ʡC,81%,1014 mbar
30-May-19,12:30 AM,6ʡC,81%,1015 mbar
30-May-19,1:00 AM,6ʡC,81%,1015 mbar
30-May-19,1:30 AM,6ʡC,87%,1015 mbar
30-May-19,2:00 AM,5ʡC,93%,1015 mbar
30-May-19,2:30 AM,6ʡC,87%,1016 mbar
30-May-19,3:00 AM,6ʡC,87%,1016 mbar
30-May-19,3:30 AM,6ʡC,87%,1016 mbar
30-May-19,4:00 AM,6ʡC,87%,1017 mbar
30-May-19,4:30 AM,6ʡC,87%,1017 mbar
30-May-19,5:00 AM,6ʡC,87%,1018 mbar
30-May-19,5:30 AM,6ʡC,87%,1018 mbar
30-May-19,6:00 AM,6ʡC,87%,1019 mbar
30-May-19,6:30 AM,5ʡC,93%,1019 mbar
30-May-19,7:00 AM,5ʡC,87%,1019 mbar
30-May-19,7:30 AM,5ʡC,87%,1019 mbar
30-May-19,8:30 AM,6ʡC,81%,1020 mbar
30-May-19,9:00 AM,7ʡC,76%,1021 mbar
30-May-19,9:30 AM,8ʡC,76%,1021 mbar
30-May-19,10:00 AM,9ʡC,76%,1022 mbar
30-May-19,10:30 AM,9ʡC,76%,1022 mbar
30-May-19,11:00 AM,11ʡC,67%,1022 mbar
30-May-19,11:30 AM,11ʡC,62%,1022 mbar
30-May-19,12:00 PM,11ʡC,62%,1022 mbar
30-May-19,12:30 PM,11ʡC,62%,1022 mbar
30-May-19,1:00 PM,11ʡC,62%,1022 mbar
30-May-19,1:30 PM,11ʡC,67%,1022 mbar
30-May-19,2:00 PM,12ʡC,58%,1022 mbar
30-May-19,2:30 PM,12ʡC,58%,1022 mbar
30-May-19,3:00 PM,11ʡC,62%,1022 mbar
30-May-19,3:30 PM,12ʡC,58%,1022 mbar
30-May-19,4:00 PM,11ʡC,62%,1022 mbar
30-May-19,4:30 PM,11ʡC,67%,1023 mbar
30-May-19,5:00 PM,11ʡC,72%,1023 mbar
30-May-19,5:30 PM,10ʡC,76%,1023 mbar
30-May-19,6:00 PM,10ʡC,76%,1023 mbar
30-May-19,6:30 PM,10ʡC,82%,1024 mbar
30-May-19,7:00 PM,10ʡC,82%,1024 mbar
30-May-19,7:30 PM,10ʡC,82%,1024 mbar
30-May-19,8:00 PM,10ʡC,82%,1024 mbar
30-May-19,8:30 PM,10ʡC,82%,1024 mbar
30-May-19,9:00 PM,10ʡC,88%,1024 mbar
30-May-19,9:30 PM,10ʡC,88%,1024 mbar
30-May-19,10:00 PM,10ʡC,88%,1024 mbar
30-May-19,10:30 PM,10ʡC,88%,1024 mbar
30-May-19,11:00 PM,11ʡC,82%,1024 mbar
30-May-19,11:30 PM,11ʡC,82%,1024 mbar
31-May-19,12:00 AM,10ʡC,94%,1024 mbar
31-May-19,12:30 AM,10ʡC,94%,1024 mbar
31-May-19,1:00 AM,10ʡC,94%,1024 mbar
31-May-19,1:30 AM,10ʡC,100%,1024 mbar
31-May-19,2:00 AM,10ʡC,100%,1024 mbar
31-May-19,2:30 AM,10ʡC,100%,1024 mbar
31-May-19,3:00 AM,10ʡC,100%,1024 mbar
31-May-19,3:30 AM,11ʡC,94%,1024 mbar
31-May-19,4:00 AM,11ʡC,94%,1024 mbar
31-May-19,4:30 AM,11ʡC,94%,1024 mbar
31-May-19,5:00 AM,11ʡC,94%,1024 mbar
31-May-19,5:30 AM,11ʡC,94%,1024 mbar
31-May-19,6:00 AM,11ʡC,94%,1024 mbar
31-May-19,6:30 AM,11ʡC,94%,1025 mbar
31-May-19,7:00 AM,11ʡC,94%,1025 mbar
31-May-19,7:30 AM,11ʡC,94%,1026 mbar
31-May-19,8:00 AM,11ʡC,94%,1026 mbar
31-May-19,8:30 AM,11ʡC,94%,1026 mbar
31-May-19,9:00 AM,11ʡC,94%,1027 mbar
31-May-19,9:30 AM,12ʡC,88%,1027 mbar
31-May-19,10:00 AM,11ʡC,94%,1027 mbar
31-May-19,10:30 AM,13ʡC,88%,1027 mbar
31-May-19,11:00 AM,13ʡC,82%,1027 mbar
31-May-19,11:30 AM,13ʡC,82%,1027 mbar
31-May-19,12:00 PM,12ʡC,88%,1027 mbar
31-May-19,12:30 PM,11ʡC,100%,1027 mbar
31-May-19,1:00 PM,12ʡC,94%,1027 mbar
31-May-19,1:30 PM,12ʡC,94%,1027 mbar
31-May-19,2:00 PM,12ʡC,88%,1027 mbar
31-May-19,2:30 PM,12ʡC,82%,1027 mbar
31-May-19,3:00 PM,11ʡC,88%,1027 mbar
31-May-19,3:30 PM,12ʡC,88%,1027 mbar
31-May-19,4:00 PM,11ʡC,94%,1028 mbar
31-May-19,4:30 PM,11ʡC,94%,1028 mbar
31-May-19,5:00 PM,11ʡC,94%,1028 mbar
31-May-19,5:30 PM,11ʡC,94%,1028 mbar
31-May-19,6:00 PM,11ʡC,94%,1029 mbar
31-May-19,6:30 PM,11ʡC,94%,1029 mbar
31-May-19,7:00 PM,11ʡC,94%,1029 mbar
31-May-19,7:30 PM,11ʡC,94%,1029 mbar
31-May-19,8:00 PM,11ʡC,94%,1029 mbar
31-May-19,8:30 PM,11ʡC,94%,1030 mbar
31-May-19,9:00 PM,11ʡC,94%,1030 mbar
31-May-19,9:30 PM,11ʡC,94%,1030 mbar
31-May-19,10:00 PM,11ʡC,88%,1030 mbar
31-May-19,10:30 PM,11ʡC,88%,1030 mbar
31-May-19,11:00 PM,11ʡC,88%,1030 mbar
31-May-19,11:30 PM,11ʡC,88%,1030 mbar
